,Id,SalePrice
0,1461,129150.0
1,1462,145600.0
2,1463,182594.0
3,1464,187350.0
4,1465,202060.0
5,1466,185050.0
6,1467,169390.0
7,1468,173113.2
8,1469,174220.1
9,1470,123960.0
10,1471,188570.0
11,1472,97210.0
12,1473,91730.0
13,1474,157200.0
14,1475,131440.0
15,1476,438341.9
16,1477,265426.5
17,1478,286551.3
18,1479,215639.0
19,1480,507315.7
20,1481,323609.6
21,1482,207685.6
22,1483,173337.2
23,1484,172147.9
24,1485,175163.3
25,1486,212200.0
26,1487,342435.0
27,1488,239357.0
28,1489,216794.0
29,1490,187205.0
30,1491,187280.0
31,1492,100828.0
32,1493,181950.0
33,1494,322521.9
34,1495,331190.0
35,1496,230420.0
36,1497,197950.0
37,1498,162818.5
38,1499,158790.0
39,1500,162559.9
40,1501,177660.0
41,1502,161620.0
42,1503,277669.3
43,1504,217785.6
44,1505,212910.0
45,1506,187605.0
46,1507,189992.4
47,1508,211805.0
48,1509,154645.0
49,1510,151085.0
50,1511,149770.0
51,1512,147300.0
52,1513,147508.2
53,1514,155350.0
54,1515,180290.0
55,1516,157840.0
56,1517,149790.0
57,1518,136610.0
58,1519,236692.6
59,1520,138245.0
60,1521,142200.0
61,1522,169663.5
62,1523,114955.0
63,1524,126282.5
64,1525,125918.3
65,1526,130235.0
66,1527,99920.0
67,1528,128780.0
68,1529,142095.0
69,1530,164090.0
70,1531,129600.0
71,1532,107572.6
72,1533,146700.0
73,1534,115425.0
74,1535,137650.0
75,1536,126100.0
76,1537,65440.0
77,1538,215090.0
78,1539,257129.3
79,1540,105585.3
80,1541,153623.4
81,1542,122180.0
82,1543,216867.8
83,1544,79817.6
84,1545,109950.0
85,1546,120930.0
86,1547,133083.2
87,1548,139130.0
88,1549,120280.0
89,1550,126550.0
90,1551,115830.0
91,1552,144340.0
92,1553,143340.0
93,1554,112490.0
94,1555,177290.0
95,1556,110250.8
96,1557,131400.0
97,1558,88400.0
98,1559,115138.7
99,1560,133670.0
100,1561,141700.0
101,1562,125440.0
102,1563,127340.0
103,1564,168300.0
104,1565,150708.7
105,1566,244897.8
106,1567,78690.0
107,1568,224230.0
108,1569,169100.0
109,1570,133100.0
110,1571,129150.0
111,1572,143867.5
112,1573,243220.0
113,1574,96350.0
114,1575,206667.8
115,1576,216975.0
116,1577,208685.9
117,1578,149740.0
118,1579,143795.0
119,1580,197450.0
120,1581,132495.0
121,1582,131595.0
122,1583,329420.2
123,1584,243279.0
124,1585,140200.0
125,1586,62656.1
126,1587,106030.0
127,1588,146430.0
128,1589,86220.0
129,1590,134925.0
130,1591,110300.0
131,1592,115450.0
132,1593,125900.0
133,1594,134645.3
134,1595,113200.0
135,1596,238000.0
136,1597,167040.0
137,1598,182413.5
138,1599,214755.6
139,1600,195305.6
140,1601,77761.1
141,1602,116830.0
142,1603,105250.8
143,1604,268200.0
144,1605,259204.5
145,1606,170670.0
146,1607,178690.5
147,1608,211066.0
148,1609,189645.0
149,1610,154090.0
150,1611,153610.0
151,1612,161789.5
152,1613,178114.0
153,1614,114815.0
154,1615,87375.0
155,1616,87790.0
156,1617,83580.0
157,1618,126500.0
158,1619,130775.0
159,1620,148385.8
160,1621,138063.2
161,1622,151750.0
162,1623,303800.0
163,1624,206650.0
164,1625,139820.0
165,1626,184013.5
166,1627,189614.0
167,1628,290880.0
168,1629,179770.0
169,1630,376442.9
170,1631,226240.0
171,1632,254100.0
172,1633,173156.5
173,1634,182290.0
174,1635,182690.0
175,1636,164840.0
176,1637,171630.0
177,1638,213297.0
178,1639,188784.0
179,1640,240630.0
180,1641,188370.0
181,1642,219840.0
182,1643,215880.0
183,1644,217670.0
184,1645,169300.0
185,1646,161700.0
186,1647,154350.0
187,1648,141800.0
188,1649,133705.0
189,1650,128240.0
190,1651,124565.0
191,1652,93990.0
192,1653,94790.0
193,1654,167024.0
194,1655,144340.0
195,1656,156750.0
196,1657,166474.0
197,1658,158964.0
198,1659,131310.1
199,1660,141900.0
200,1661,424068.5
201,1662,390901.4
202,1663,328653.0
203,1664,412588.1
204,1665,307279.5
205,1666,342320.4
206,1667,361416.7
207,1668,292248.1
208,1669,295539.8
209,1670,313810.7
210,1671,268014.4
211,1672,470188.3
212,1673,306941.9
213,1674,264677.3
214,1675,192580.0
215,1676,198900.0
216,1677,202910.0
217,1678,448137.4
218,1679,379275.9
219,1680,304706.5
220,1681,248486.4
221,1682,306212.2
222,1683,187210.0
223,1684,167802.0
224,1685,173913.5
225,1686,167217.0
226,1687,172780.0
227,1688,189180.0
228,1689,187580.0
229,1690,183656.5
230,1691,172190.0
231,1692,255373.5
232,1693,174836.8
233,1694,185120.0
234,1695,167940.0
235,1696,270426.5
236,1697,170823.5
237,1698,349376.8
238,1699,358429.8
239,1700,248100.0
240,1701,273047.7
241,1702,241127.6
242,1703,261015.9
243,1704,295734.8
244,1705,237350.0
245,1706,388012.3
246,1707,200048.0
247,1708,211776.0
248,1709,288081.8
249,1710,229783.0
250,1711,269288.0
251,1712,253314.4
252,1713,252110.0
253,1714,218917.4
254,1715,199535.0
255,1716,176315.0
256,1717,155219.0
257,1718,154360.7
258,1719,209500.0
259,1720,259148.3
260,1721,157195.0
261,1722,116850.0
262,1723,155490.0
263,1724,202618.0
264,1725,228050.0
265,1726,188650.0
266,1727,176680.0
267,1728,184300.0
268,1729,157798.2
269,1730,171915.0
270,1731,121240.0
271,1732,137940.0
272,1733,126200.0
273,1734,133290.0
274,1735,129350.0
275,1736,119250.0
276,1737,352370.0
277,1738,216527.5
278,1739,266742.8
279,1740,199977.2
280,1741,194903.0
281,1742,178633.4
282,1743,174940.0
283,1744,323907.7
284,1745,248530.7
285,1746,268821.3
286,1747,216490.0
287,1748,195242.4
288,1749,164130.0
289,1750,146300.0
290,1751,240458.0
291,1752,127040.0
292,1753,141010.0
293,1754,216450.0
294,1755,165340.0
295,1756,125230.0
296,1757,122150.0
297,1758,146290.0
298,1759,178085.0
299,1760,166090.0
300,1761,159750.0
301,1762,177700.0
302,1763,163840.0
303,1764,126612.5
304,1765,166080.0
305,1766,169590.0
306,1767,200900.0
307,1768,138935.0
308,1769,160750.0
309,1770,147920.0
310,1771,131950.0
311,1772,150150.0
312,1773,134060.0
313,1774,146480.5
314,1775,131970.0
315,1776,125527.5
316,1777,121442.5
317,1778,119362.5
318,1779,117152.5
319,1780,173390.0
320,1781,122180.0
321,1782,89105.0
322,1783,123430.0
323,1784,96440.0
324,1785,117395.0
325,1786,156370.0
326,1787,174100.0
327,1788,56480.0
328,1789,88199.3
329,1790,92550.0
330,1791,202995.3
331,1792,155880.0
332,1793,146945.0
333,1794,142190.0
334,1795,143790.0
335,1796,133210.0
336,1797,102629.3
337,1798,123710.0
338,1799,126102.5
339,1800,136870.0
340,1801,129540.0
341,1802,152035.3
342,1803,162095.0
343,1804,138446.0
344,1805,138300.0
345,1806,117290.0
346,1807,136050.0
347,1808,120440.0
348,1809,115800.0
349,1810,135633.2
350,1811,121600.0
351,1812,110628.3
352,1813,124050.0
353,1814,117740.0
354,1815,58343.3
355,1816,112280.0
356,1817,118340.0
357,1818,143350.0
358,1819,127140.4
359,1820,82450.0
360,1821,130045.0
361,1822,150168.5
362,1823,65370.0
363,1824,128290.0
364,1825,142900.0
365,1826,100200.0
366,1827,108265.0
367,1828,140990.0
368,1829,116780.0
369,1830,140900.0
370,1831,160640.0
371,1832,107740.0
372,1833,144010.0
373,1834,134010.0
374,1835,180800.0
375,1836,126500.0
376,1837,102520.0
377,1838,140690.0
378,1839,83080.0
379,1840,169750.0
380,1841,150933.7
381,1842,89600.0
382,1843,139400.0
383,1844,142540.0
384,1845,150390.0
385,1846,153750.0
386,1847,152500.0
387,1848,62121.1
388,1849,121623.4
389,1850,124440.0
390,1851,153700.0
391,1852,123240.0
392,1853,123175.0
